onset	duration	trial_phase	trial	condition	EMG_cor	perceived_liking	perceived_intensity
674.477437	1.415020	liking	38	empty	0.000096	72.033898	61.016949
673.728648	0.500000	EMG	38	empty	0.000096	72.033898	61.016949
676.392380	2.393459	intensity	38	empty	0.000096	72.033898	61.016949
678.785839	7.347197	ITI	38	empty	0.000096	72.033898	61.016949
686.239531	2.427955	trialstart	39	empty	0.000143	71.186441	72.033898
692.504145	3.436176	liking	39	empty	0.000143	71.186441	72.033898
691.756239	0.500000	EMG	39	empty	0.000143	71.186441	72.033898
696.440265	1.869544	intensity	39	empty	0.000143	71.186441	72.033898
698.309809	5.827565	ITI	39	empty	0.000143	71.186441	72.033898
704.244703	2.428855	trialstart	40	neutral	0.000107	42.372881	35.593220
710.693557	2.565357	liking	40	neutral	0.000107	42.372881	35.593220
709.744770	0.500000	EMG	40	neutral	0.000107	42.372881	35.593220
713.758857	2.737859	intensity	40	neutral	0.000107	42.372881	35.593220
716.496716	5.646735	ITI	40	neutral	0.000107	42.372881	35.593220
722.250512	2.428978	trialstart	41	neutral	0.000130	40.677966	24.576271
728.501434	1.619218	liking	41	neutral	0.000130	40.677966	24.576271
727.752519	0.500000	EMG	41	neutral	0.000130	40.677966	24.576271
730.620598	1.495637	intensity	41	neutral	0.000130	40.677966	24.576271
732.116234	8.033145	ITI	41	neutral	0.000130	40.677966	24.576271
740.255730	2.428858	trialstart	42	neutral	0.000093	50.000000	12.711864
746.507873	1.109847	liking	42	neutral	0.000093	50.000000	12.711864
745.759064	0.500000	EMG	42	neutral	0.000093	50.000000	12.711864
748.117663	1.506974	intensity	42	neutral	0.000093	50.000000	12.711864
749.624637	8.529857	ITI	42	neutral	0.000093	50.000000	12.711864
758.260920	2.427883	trialstart	43	chocolate	0.000117	50.000000	22.881356
764.713501	3.445783	liking	43	chocolate	0.000117	50.000000	22.881356
763.765669	0.500000	EMG	43	chocolate	0.000117	50.000000	22.881356
768.659229	1.945935	intensity	43	chocolate	0.000117	50.000000	22.881356
770.605163	5.553534	ITI	43	chocolate	0.000117	50.000000	22.881356
776.266209	2.428874	trialstart	44	chocolate	0.000107	66.101695	50.847458
782.722212	1.507476	liking	44	chocolate	0.000107	66.101695	50.847458
781.773402	0.500000	EMG	44	chocolate	0.000107	66.101695	50.847458
784.729635	2.605600	intensity	44	chocolate	0.000107	66.101695	50.847458
787.335235	6.829738	ITI	44	chocolate	0.000107	66.101695	50.847458
794.272107	2.428895	trialstart	45	chocolate	0.000131	77.118644	79.661017
800.529778	2.458331	liking	45	chocolate	0.000131	77.118644	79.661017
799.780935	0.500000	EMG	45	chocolate	0.000131	77.118644	79.661017
803.488056	1.762691	intensity	45	chocolate	0.000131	77.118644	79.661017
805.250746	6.920139	ITI	45	chocolate	0.000131	77.118644	79.661017
812.277466	2.427846	trialstart	46	empty	0.000140	77.118644	64.406780
818.737352	1.718608	liking	46	empty	0.000140	77.118644	64.406780
817.789561	0.500000	EMG	46	empty	0.000140	77.118644	64.406780
820.955905	2.821877	intensity	46	empty	0.000140	77.118644	64.406780
823.777782	6.397420	ITI	46	empty	0.000140	77.118644	64.406780
830.285654	2.428864	trialstart	47	empty	0.000182	59.322034	30.508475
836.547019	1.449302	liking	47	empty	0.000182	59.322034	30.508475
835.797213	0.500000	EMG	47	empty	0.000182	59.322034	30.508475
838.496261	1.277386	intensity	47	empty	0.000182	59.322034	30.508475
839.773647	8.410764	ITI	47	empty	0.000182	59.322034	30.508475
848.290929	2.428826	trialstart	48	empty	0.000132	70.338983	56.779661
854.553564	3.578683	liking	48	empty	0.000132	70.338983	56.779661
853.804792	0.500000	EMG	48	empty	0.000132	70.338983	56.779661
858.632192	2.973281	intensity	48	empty	0.000132	70.338983	56.779661
861.605473	4.584177	ITI	48	empty	0.000132	70.338983	56.779661
866.298439	2.428829	trialstart	49	neutral	0.000328	50.000000	27.118644
872.560214	0.524888	liking	49	neutral	0.000328	50.000000	27.118644
871.811428	0.500000	EMG	49	neutral	0.000328	50.000000	27.118644
873.585047	1.789233	intensity	49	neutral	0.000328	50.000000	27.118644
875.374280	8.822871	ITI	49	neutral	0.000328	50.000000	27.118644
884.306650	2.428873	trialstart	50	neutral	0.000158	50.847458	27.966102
890.766927	4.567778	liking	50	neutral	0.000158	50.847458	27.966102
889.818099	0.500000	EMG	50	neutral	0.000158	50.847458	27.966102
895.834648	2.902756	intensity	50	neutral	0.000158	50.847458	27.966102
898.737404	3.468007	ITI	50	neutral	0.000158	50.847458	27.966102
902.312067	2.428745	trialstart	51	neutral	0.000121	50.000000	34.745763
908.574571	1.581507	liking	51	neutral	0.000121	50.000000	34.745763
907.825853	0.500000	EMG	51	neutral	0.000121	50.000000	34.745763
910.656015	1.262371	intensity	51	neutral	0.000121	50.000000	34.745763
911.918387	8.292314	ITI	51	neutral	0.000121	50.000000	34.745763
920.317506	2.428887	trialstart	52	chocolate	0.000140	58.474576	37.288136
926.582220	1.956783	liking	52	chocolate	0.000140	58.474576	37.288136
925.833404	0.500000	EMG	52	chocolate	0.000140	58.474576	37.288136
929.038946	0.962175	intensity	52	chocolate	0.000140	58.474576	37.288136
930.001121	8.215158	ITI	52	chocolate	0.000140	58.474576	37.288136
938.323595	2.429764	trialstart	53	chocolate	0.000130	65.254237	70.338983
944.770614	2.716216	liking	53	chocolate	0.000130	65.254237	70.338983
943.820896	0.500000	EMG	53	chocolate	0.000130	65.254237	70.338983
947.986774	2.763285	intensity	53	chocolate	0.000130	65.254237	70.338983
950.750059	5.473195	ITI	53	chocolate	0.000130	65.254237	70.338983
956.328975	2.428084	trialstart	54	chocolate	0.000142	78.813559	77.118644
962.774975	1.653531	liking	54	chocolate	0.000142	78.813559	77.118644
961.826949	0.500000	EMG	54	chocolate	0.000142	78.813559	77.118644
964.928452	1.166136	intensity	54	chocolate	0.000142	78.813559	77.118644
966.094588	8.132352	ITI	54	chocolate	0.000142	78.813559	77.118644
