onset	duration	trial_phase	trial	condition	EMG_cor	perceived_liking	perceived_intensity
678.418075	7.932285	ITI	38	neutral	0.000208	50.000000	12.711864
686.457989	2.427860	trialstart	39	neutral	0.000159	50.000000	12.711864
692.906458	1.718936	liking	39	neutral	0.000159	50.000000	12.711864
691.958659	0.500000	EMG	39	neutral	0.000159	50.000000	12.711864
695.125324	1.848372	intensity	39	neutral	0.000159	50.000000	12.711864
696.973697	7.382047	ITI	39	neutral	0.000159	50.000000	12.711864
704.463348	2.428864	trialstart	40	chocolate	0.000145	56.779661	83.898305
710.717506	1.893538	liking	40	chocolate	0.000145	56.779661	83.898305
709.968603	0.500000	EMG	40	chocolate	0.000145	56.779661	83.898305
713.110990	2.013177	intensity	40	chocolate	0.000145	56.779661	83.898305
715.124167	7.237944	ITI	40	chocolate	0.000145	56.779661	83.898305
722.469273	2.428747	trialstart	41	chocolate	0.000146	62.711864	72.033898
728.725317	1.529411	liking	41	chocolate	0.000146	62.711864	72.033898
727.976574	0.500000	EMG	41	chocolate	0.000146	62.711864	72.033898
730.754673	1.814299	intensity	41	chocolate	0.000146	62.711864	72.033898
732.568972	7.798947	ITI	41	chocolate	0.000146	62.711864	72.033898
740.474585	2.428784	trialstart	42	chocolate	0.000161	55.932203	61.864407
746.732342	1.876277	liking	42	chocolate	0.000161	55.932203	61.864407
745.983588	0.500000	EMG	42	chocolate	0.000161	55.932203	61.864407
749.108564	1.407260	intensity	42	chocolate	0.000161	55.932203	61.864407
750.515824	7.857440	ITI	42	chocolate	0.000161	55.932203	61.864407
758.479918	2.428748	trialstart	43	empty	0.000158	50.000000	22.033898
764.740278	1.365538	liking	43	empty	0.000158	50.000000	22.033898
763.991593	0.500000	EMG	43	empty	0.000158	50.000000	22.033898
766.605736	3.921422	intensity	43	empty	0.000158	50.000000	22.033898
770.527158	5.851405	ITI	43	empty	0.000158	50.000000	22.033898
776.485318	2.427929	trialstart	44	empty	0.000187	50.000000	15.254237
782.946632	1.939851	liking	44	empty	0.000187	50.000000	15.254237
781.998711	0.500000	EMG	44	empty	0.000187	50.000000	15.254237
785.386428	2.238148	intensity	44	empty	0.000187	50.000000	15.254237
787.624576	6.758567	ITI	44	empty	0.000187	50.000000	15.254237
794.491386	2.429696	trialstart	45	empty	0.000233	50.000000	12.711864
800.938110	0.523501	liking	45	empty	0.000233	50.000000	12.711864
799.988445	0.500000	EMG	45	empty	0.000233	50.000000	12.711864
801.961555	1.535704	intensity	45	empty	0.000233	50.000000	12.711864
803.497259	8.893715	ITI	45	empty	0.000233	50.000000	12.711864
812.496711	2.428747	trialstart	46	empty	0.000199	50.000000	17.796610
818.744240	1.949093	liking	46	empty	0.000199	50.000000	17.796610
817.995574	0.500000	EMG	46	empty	0.000199	50.000000	17.796610
821.193275	3.337819	intensity	46	empty	0.000199	50.000000	17.796610
824.531094	5.864288	ITI	46	empty	0.000199	50.000000	17.796610
830.503726	2.428872	trialstart	47	empty	0.000212	50.000000	13.559322
836.753451	0.804634	liking	47	empty	0.000212	50.000000	13.559322
836.004552	0.500000	EMG	47	empty	0.000212	50.000000	13.559322
838.058031	1.228229	intensity	47	empty	0.000212	50.000000	13.559322
839.286260	9.116233	ITI	47	empty	0.000212	50.000000	13.559322
848.509100	2.427315	trialstart	48	empty	0.000208	50.000000	12.711864
854.958401	0.614359	liking	48	empty	0.000208	50.000000	12.711864
854.011516	0.500000	EMG	48	empty	0.000208	50.000000	12.711864
856.072705	1.401965	intensity	48	empty	0.000208	50.000000	12.711864
857.474670	8.931640	ITI	48	empty	0.000208	50.000000	12.711864
866.515172	2.428838	trialstart	49	chocolate	0.000134	50.000000	77.118644
872.968364	0.787369	liking	49	chocolate	0.000134	50.000000	77.118644
872.019586	0.500000	EMG	49	chocolate	0.000134	50.000000	77.118644
874.255680	1.691223	intensity	49	chocolate	0.000134	50.000000	77.118644
875.946903	8.467009	ITI	49	chocolate	0.000134	50.000000	77.118644
884.520531	2.427790	trialstart	50	chocolate	0.000144	46.610169	83.050847
890.975246	1.669417	liking	50	chocolate	0.000144	46.610169	83.050847
890.027482	0.500000	EMG	50	chocolate	0.000144	46.610169	83.050847
893.144608	2.490325	intensity	50	chocolate	0.000144	46.610169	83.050847
895.634932	6.783280	ITI	50	chocolate	0.000144	46.610169	83.050847
902.525969	2.428806	trialstart	51	chocolate	0.000164	44.915254	86.440678
908.784245	2.116362	liking	51	chocolate	0.000164	44.915254	86.440678
908.035483	0.500000	EMG	51	chocolate	0.000164	44.915254	86.440678
911.400553	3.001433	intensity	51	chocolate	0.000164	44.915254	86.440678
914.401986	6.022680	ITI	51	chocolate	0.000164	44.915254	86.440678
920.531425	2.428740	trialstart	52	neutral	0.000238	50.000000	50.000000
926.791126	2.618497	liking	52	neutral	0.000238	50.000000	50.000000
926.042461	0.500000	EMG	52	neutral	0.000238	50.000000	50.000000
929.909568	1.223584	intensity	52	neutral	0.000238	50.000000	50.000000
931.133152	7.296912	ITI	52	neutral	0.000238	50.000000	50.000000
938.537539	2.428781	trialstart	53	neutral	0.000200	50.000000	28.813559
945.001250	0.764993	liking	53	neutral	0.000200	50.000000	28.813559
944.052485	0.500000	EMG	53	neutral	0.000200	50.000000	28.813559
946.266142	2.718602	intensity	53	neutral	0.000200	50.000000	28.813559
948.984745	7.451461	ITI	53	neutral	0.000200	50.000000	28.813559
956.543036	2.428752	trialstart	54	neutral	0.000138	50.000000	18.644068
963.008233	0.537629	liking	54	neutral	0.000138	50.000000	18.644068
962.059535	0.500000	EMG	54	neutral	0.000138	50.000000	18.644068
964.045809	3.599794	intensity	54	neutral	0.000138	50.000000	18.644068
967.645603	6.796081	ITI	54	neutral	0.000138	50.000000	18.644068
